simulation_id,mode_1_N,mode_1_mean,mode_1_stdev,mode_1_kappa,velocity,initial_temperature,initial_pressure,initial_vapor_mix_ratio,solver,reached_z_max,wall_time,saturation_temperature,saturation_pressure,time,RH,T,p,vapor_mix_ratio,water_mix_ratio,S_max,mode_1_act_frac_S,mode_1_act_frac_S_interp,mode_1_act_frac_V,mode_1_smallest_dry_radius_activated,mode_1_wet_radius_mean,mode_1_wet_radius_stdev
38,999999999.9999999,1.2648552168552959e-06,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,13.07858681678772,282.9956638707337,84991.12654573213,38.0,1.0000234257999459,282.90700763473285,84802.58284261897,0.008994920527325308,1.5567794027436106,2.385758730216736e-05,0.7475495445398922,0.7536118390575693,0.0,8.74380776469062e-07,3.149985082741669e-05,3.285063593741347
39,999999999.9999999,1.5264179671752303e-06,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,10.853033304214478,282.99569540503273,84991.1348223522,10.0,1.0000185260164034,282.9761287823581,84949.4970810516,0.009021442233655844,3.627147062510458,1.8925240585332403e-05,0.7626341805453226,0.7719547931274491,0.0,1.0267298798333664e-06,4.173953312604766e-05,3.2871446332057803
40,999999999.9999999,1.8420699693267164e-06,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,11.866428852081299,282.99573142808066,84991.14427710549,12.0,1.0000145467202297,282.9712347555877,84938.99585931616,0.009019532768790329,8.451067819628651,1.4999980991081685e-05,0.7772369504974483,0.7891765147681281,0.0,1.2056237677132228e-06,5.5332897924161205e-05,3.2872756376095116
41,999999999.9999999,2.222996482526191e-06,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,11.64530611038208,282.99576064414435,84991.15194527198,12.0,1.0000113388878937,282.97126333482913,84938.99348282936,0.009019521215291862,19.690566334218268,1.169944485224228e-05,0.7913426841487067,0.8003121862119175,0.0,1.4156875121925144e-06,7.335399362554285e-05,3.2873619188032275
42,999999999.9999999,2.6826957952797274e-06,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,11.457549095153809,282.99578471960547,84991.1582642148,28.0,1.0000083338454664,282.93182855776377,84855.02807121645,0.009004346399415254,45.87807143748872,9.028944520039772e-06,0.8049388402516287,0.8077188340202365,0.0,1.6623520420298874e-06,9.724626681212307e-05,3.287359427398358
43,999999999.9999999,3.23745754281764e-06,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,11.703163146972656,282.99580419594696,84991.16337605326,16.0,1.00000621517232,282.9614487571174,84917.99696440104,0.00901571259965182,106.8936485746474,6.960952952494992e-06,0.8049388402516287,0.8147227932331331,0.0,2.0061142104734243e-06,0.0001289188983169904,3.287413325836821
44,999999999.9999999,3.906939937054613e-06,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,11.34822702407837,282.9958181207119,84991.16703080427,8.0,1.0000049717251978,282.98118099236007,84959.9915982069,0.009023289479173632,249.05701259540186,5.218664612671731e-06,0.8049388402516287,0.8127894649198969,0.0,2.4209638654813064e-06,0.00017090872352847788,3.2874269507277023
45,999999999.9999999,4.71486636345739e-06,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,10.762928485870361,282.99582928486166,84991.16996099205,14.0,1.0000035889408172,282.9664035189746,84928.49297368558,0.00901759860872781,580.2908582988716,3.9961317819248166e-06,0.8049388402516287,0.8176133557008048,0.0,2.9216013761165823e-06,0.0002265755856831501,3.28742801635267
46,999999999.9999999,5.689866029018293e-06,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,12.225477933883667,282.99583786103244,84991.17221192825,10.0,1.0000027457434049,282.97627220548355,84949.4913832241,0.009021386476478556,1352.0497024732986,2.9725871417696226e-06,0.8049388402516287,0.8131300997423688,0.0,3.525767039579228e-06,0.0003003737228942035,3.2874295566231146
47,999999999.9999999,6.866488450042998e-06,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,13.73233413696289,282.99584456850965,84991.17397239918,26.0,1.0000018264836354,282.9368223032981,84865.51777233175,0.009006219003991423,3150.2107004667555,2.3427805058151563e-06,0.8180154942481865,0.8266848267304815,0.0,4.1400845790389115e-06,0.00039820886695835845,3.2874294632570438
48,999999999.9999999,8.286427728546843e-06,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,12.16056227684021,282.99584871541293,84991.17506081308,18.0,1.0000014791943312,282.95655912440145,84907.49671243025,0.009013800100054583,7339.83905657273,1.710692700607197e-06,0.8049388402516287,0.8167588582060145,0.0,5.134745460115278e-06,0.0005279099570229698,3.2874299862900926
49,999999999.9999999,9.999999999999999e-06,1.8,0.54,0.5,283.0,85000.0,0.009030491912781378,PySDM,False,11.78257441520691,282.99585235864674,84991.17601703116,14.0,1.0000010611572185,282.9664264419863,84928.49196397448,0.009017589660871028,17101.471237779686,1.297299027314125e-06,0.8180154942481865,0.8184707007105754,0.0,6.029405873409698e-06,0.0006998562062338657,3.2874301335331273
