simulation_id,mode_1_N,mode_1_mean,mode_1_stdev,mode_1_kappa,mode_2_N,mode_2_mean,mode_2_stdev,mode_2_kappa,velocity,initial_temperature,initial_pressure,initial_vapor_mix_ratio,solver,reached_z_max,wall_time,saturation_temperature,saturation_pressure,time,RH,T,p,vapor_mix_ratio,water_mix_ratio,S_max,mode_1_act_frac_S,mode_1_act_frac_S_interp,mode_1_act_frac_V,mode_1_smallest_dry_radius_activated,mode_1_wet_radius_mean,mode_1_wet_radius_stdev,mode_2_act_frac_S,mode_2_act_frac_S_interp,mode_2_act_frac_V,mode_2_smallest_dry_radius_activated,mode_2_wet_radius_mean,mode_2_wet_radius_stdev
30,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,0.6866488450043002,294.0,100000.0,0.015720275224661653,PySDM,False,7.178897142410278,293.99067788440254,99988.44221891157,20.388878685017414,1.002504443093227,293.9156124831,99838.8130707242,0.015702966389734868,9.860804548941675e-05,0.0025113520342170403,1.0,1.0,0.5,4.11846628469529e-08,4.405887477546946e-06,2.0662267796689884,0.1694346959232126,0.19034279808985785,0.1694346959232126,3.9369164811844975e-08,1.152760290894364e-07,8.262914142941948
31,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,0.7906043210907697,294.0,100000.0,0.015720275224661653,PySDM,False,9.947590112686157,293.9906145791515,99988.42320486365,18.972828252829448,1.0027911131592893,293.9082250826368,99827.1254692524,0.015702138431435135,9.943604345838746e-05,0.002797040822164032,1.0,1.0,0.5,4.11846628469529e-08,4.524719952130044e-06,2.0126423959091286,0.1950611598265843,0.22091472104148505,0.1950611598265843,3.691001162928851e-08,1.2359791121837707e-07,8.761819963847392
32,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,0.9102981779915218,294.0,100000.0,0.015720275224661653,PySDM,False,7.109276056289673,293.99055872983917,99988.40643024318,17.576658271800934,1.0031083941347945,293.90046604265115,99815.42898690283,0.015701433651730975,0.00010014085381542567,0.003112648892138692,1.0,1.0,0.5,4.11846628469529e-08,4.6090657147811e-06,1.9794102693523756,0.25245045554737516,0.2536794625613632,0.22276304957762727,3.244293547511752e-08,1.325232616452298e-07,9.23617904723954
33,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,1.0481131341546852,294.0,100000.0,0.015720275224661653,PySDM,False,7.093401193618774,293.99050954992265,99988.39165880842,16.219623097949906,1.003458075807501,293.89231407890657,99803.72326127185,0.015700859193892146,0.00010071533284643732,0.003460748016383741,1.0,1.0,0.5,4.11846628469529e-08,4.670749532735083e-06,1.9565923092342792,0.2839915855933849,0.288326939596261,0.2839915855933849,3.041642187224061e-08,1.4232734212249428e-07,9.684790873962982
34,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,1.2067926406393288,294.0,100000.0,0.015720275224661653,PySDM,False,7.091398477554321,293.9904663759293,99988.37869128233,15.744212684238997,1.0038388908242895,293.8798907972773,99780.41862733106,0.015698422720422076,0.00010315194390390172,0.0038446802273657266,1.0,1.0,0.5378261585557242,4.11846628469529e-08,4.8370300299108e-06,1.9083725564597738,0.3172134798016291,0.3246566106728658,0.3172134798016291,2.8516492295207877e-08,1.5904598819859708e-07,10.438131818201525
35,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,1.3894954943731375,294.0,100000.0,0.015720275224661653,PySDM,False,7.125217437744141,293.99042840164117,99988.36728551339,14.393713460023038,1.0042640586382152,293.87082635797265,99768.69726245025,0.015698152342563262,0.00010342232205180417,0.004266770336144754,1.0,1.0,0.5378261585557242,4.11846628469529e-08,4.860913722750944e-06,1.8995910942117014,0.3519042285007644,0.362281699705104,0.3519042285007644,2.67352398069151e-08,1.713634632436365e-07,10.835744974586959
36,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,1.5998587196060574,294.0,100000.0,0.015720275224661653,PySDM,False,7.106198072433472,293.9903951084039,99988.35728572134,13.75121423560275,1.0047275647504217,293.8574026762528,99745.37365954123,0.015696047522119404,0.00010552725698922253,0.004731363799657773,1.0,1.0,0.5378261585557242,4.11846628469529e-08,4.980661120858907e-06,1.8682751685950816,0.3878166840188844,0.4009166886651372,0.3878166840188844,2.506525136870971e-08,1.8868006187218056e-07,11.453587857417757
37,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,1.8420699693267164,294.0,100000.0,0.015720275224661653,PySDM,False,10.006615161895752,293.99036595085585,99988.34852810422,13.028821054377264,1.005238669618139,293.8434031789593,99722.03715187244,0.01569413283063233,0.00010744204851149489,0.00524283101895473,1.0,1.0,0.5378261585557242,4.11846628469529e-08,5.078008994899912e-06,1.844146505543791,0.4246735725175335,0.44023731030648117,0.4246735725175335,2.349957698954699e-08,2.0685077788261404e-07,11.98632214524217
38,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,2.1209508879201904,294.0,100000.0,0.015720275224661653,PySDM,False,7.102087020874023,293.99034043980316,99988.34086573022,12.258652544989223,1.0058030974950096,293.8287607209044,99698.68949102733,0.015692431642636135,0.00010914332131992928,0.00580889794233741,1.0,1.0,0.5753264274824665,4.11846628469529e-08,5.155902161094885e-06,1.8255754624625435,0.4621738414442758,0.48009280413859345,0.4621738414442758,2.203170080221201e-08,2.262658631583438e-07,12.43953936286672
39,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,2.44205309454865,294.0,100000.0,0.015720275224661653,PySDM,False,7.12099289894104,293.9903181377837,99988.33416720548,11.465762174665196,1.0064261582922278,293.81341262606225,99675.33005028937,0.0156909651483795,0.00011060988400462248,0.0064308850700465214,1.0,1.0,0.5753264274824665,4.11846628469529e-08,5.2164800175201254e-06,1.8114890879740808,0.5,0.519833221328756,0.5,2.0655513946234038e-08,2.471676876703369e-07,12.815444445622509
40,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,2.8117686979742307,294.0,100000.0,0.015720275224661653,PySDM,False,7.21492338180542,293.9902986557838,99988.3283156878,11.025088949291696,1.007111882738336,293.79340982276733,99640.36079089053,0.015687757065460408,0.00011381813804284124,0.007117751308103548,1.0,1.0,0.5753264274824665,4.11846628469529e-08,5.344124440944964e-06,1.784517680433303,0.5378261585557242,0.5592918977170886,0.5378261585557242,1.9365289144641643e-08,2.7432682000219853e-07,13.318767769194373
41,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,3.2374575428176433,294.0,100000.0,0.015720275224661653,PySDM,False,7.2325663566589355,293.9902816479527,99988.32320729924,10.50206822802344,1.0078700954226099,293.7725364117522,99605.37952216125,0.015684837535125954,0.0001167378189721494,0.007876404156930805,1.0,1.0,0.5753264274824665,4.11846628469529e-08,5.448069430186714e-06,1.7636044349602193,0.5753264274824665,0.5981256904062452,0.5753264274824665,1.815565686875343e-08,3.037014327881087e-07,13.713482889751713
42,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,3.727593720314938,294.0,100000.0,0.015720275224661653,PySDM,False,7.149201154708862,293.9902668089229,99988.31875032111,9.925974442534985,1.0087099066101402,293.7506861869342,99570.3875849285,0.015682243202760803,0.00011933228011191373,0.00871535594752837,1.0,1.0,0.6121833159811155,4.11846628469529e-08,5.531335878125473e-06,1.7474556266850612,0.6121833159811155,0.6360376537842399,0.6121833159811155,1.7021582991809894e-08,3.356516889919114e-07,14.001670672347931
43,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,4.291934260128778,294.0,100000.0,0.015720275224661653,PySDM,False,10.140177011489868,293.99025386822115,99988.31486351539,9.552802423113025,1.009636624771089,293.72389110212333,99523.78488635724,0.015677999009764045,0.00012357669546152173,0.009643979830334715,1.0,1.0,0.6121833159811155,4.11846628469529e-08,5.662844230445628e-06,1.7235745532503506,0.6480957714992356,0.6727316178569147,0.6480957714992356,1.595834783844783e-08,3.753857050040742e-07,14.340416238358602
44,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,4.941713361323833,294.0,100000.0,0.015720275224661653,PySDM,False,7.244404315948486,293.9902425908541,99988.31147630072,9.106153414763208,1.0106660503270757,293.69587115273595,99477.17382069076,0.015674162143733166,0.00012741375681395742,0.010673557528076971,1.0,1.0,0.6121833159811155,4.11846628469529e-08,5.7697249549420045e-06,1.7050652081034126,0.6827865201983709,0.7079755544066028,0.6827865201983709,1.4961526542826808e-08,4.188033381221575e-07,14.546390386206127
45,99999999.99999999,2e-07,2.0,0.54,99999999.99999999,2e-08,2.0,0.54,5.689866029018293,294.0,100000.0,0.015720275224661653,PySDM,False,7.2612292766571045,293.9902327608498,99988.3085238088,8.611802061788483,1.011809915926769,293.6664914980424,99430.55560454703,0.015670779138837382,0.00013079692807341957,0.011815643364198047,1.0,1.0,0.6480957714992356,4.11846628469529e-08,5.855251868132597e-06,1.6907599386629593,0.7160084144066151,0.7415168935459521,0.7160084144066151,1.4026970633664472e-08,4.664591290862576e-07,14.624414837396074
